時間,小時,平均車速,交通量,週次,週次標註
11/5,2,78.54370096,9176,1,0
11/5,3,78.49646187,8903,1,0
11/5,4,78.37487603,9075,1,0
11/5,5,78.44752005,8851,1,0
11/5,6,79.16888084,9936,1,0
11/5,7,78.71111768,10146,1,0
11/5,8,78.53137411,10072,1,0
11/5,9,78.44088346,10640,1,0
11/5,10,78.57444424,10706,1,0
11/5,11,78.92765997,10893,1,0
11/5,12,78.84623997,10718,1,0
11/5,13,78.6151126,10746,1,0
11/5,14,78.33296491,10857,1,0
11/5,15,78.45014013,11061,1,0
11/5,16,78.85347333,10667,1,0
11/5,17,78.70725183,10094,1,0
11/5,18,78.46777323,9278,1,0
11/5,19,78.44862643,9246,1,0
11/5,20,78.5080591,8934,1,0
11/5,21,78.46259124,8768,1,0
11/5,22,79.30632091,9255,1,0
11/5,23,79.92872615,9695,1,0
11/6,0,78.77978454,9468,2,0
11/6,1,78.95110681,9306,2,0
11/6,2,78.50456062,8990,2,0
11/6,3,78.43905244,8696,2,0
11/6,4,78.3075361,8864,2,0
11/6,5,78.39549913,8665,2,0
11/6,6,79.11516768,9751,2,0
11/6,7,78.63540516,9959,2,0
11/6,8,78.4470838,9893,2,0
11/6,9,78.36517337,10469,2,0
11/6,10,78.50075858,10546,2,0
11/6,11,78.89101482,10662,2,0
11/6,12,78.81566208,10535,2,0
11/6,13,78.55874007,10572,2,0
11/6,14,78.27187092,10722,2,0
11/6,15,78.40272409,10866,2,0
11/6,16,78.80835872,10504,2,0
11/6,17,78.67509316,9929,2,0
11/6,18,78.38204846,9080,2,0
11/6,19,78.40242826,9060,2,0
11/6,20,78.45169414,8736,2,0
11/6,21,78.39521308,8565,2,0
11/6,22,79.29433172,9068,2,0
11/6,23,79.94039596,9496,2,0
11/7,0,78.93608292,9262,3,0
11/7,1,79.12063109,9127,3,0
11/7,2,78.67410613,8782,3,0
11/7,3,78.62703276,8486,3,0
11/7,4,78.49083362,8673,3,0
11/7,5,78.54710959,8459,3,0
11/7,6,79.28283567,9578,3,0
11/7,7,78.8074636,9754,3,0
11/7,8,78.60991957,9698,3,0
11/7,9,78.50180084,10273,3,0
11/7,10,78.63464324,10357,3,0
11/7,11,79.02197907,10510,3,0
11/7,12,78.96769513,10339,3,0
11/7,13,78.67894939,10394,3,0
11/7,14,78.38640906,10507,3,0
11/7,15,78.50584495,10693,3,0
11/7,16,78.9320868,10322,3,0
11/7,17,78.83518633,9714,3,0
11/7,18,78.55501746,8879,3,0
11/7,19,78.53503328,8863,3,0
11/7,20,78.6437522,8539,3,0
11/7,21,78.57233305,8371,3,0
11/7,22,79.45777027,8880,3,0
11/7,23,80.10441034,9319,3,0
11/8,0,79.18333686,9458,4,0
11/8,1,79.3876652,9307,4,0
11/8,2,78.94298148,8962,4,0
11/8,3,78.86881844,8675,4,0
11/8,4,78.76083521,8860,4,0
11/8,5,78.81527778,8640,4,0
11/8,6,79.51520444,9734,4,0
11/8,7,79.04658416,9939,4,0
11/8,8,78.86849037,9870,4,0
11/8,9,78.73000383,10452,4,0
11/8,10,78.8562601,10519,4,0
11/8,11,79.20635963,10661,4,0
11/8,12,79.17680084,10509,4,0
11/8,13,78.93959477,10562,4,0
11/8,14,78.60839423,10674,4,0
11/8,15,78.75652735,10839,4,0
11/8,16,79.17374702,10475,4,0
11/8,17,79.04905928,9886,4,0
11/8,18,78.83141974,9058,4,0
11/8,19,78.82078813,9034,4,0
11/8,20,78.89672978,8715,4,0
11/8,21,78.87074512,8549,4,0
11/8,22,79.69524862,9050,4,0
11/8,23,80.31924982,9491,4,0
11/9,0,79.2929777,9598,5,1
11/9,1,79.42686409,9455,5,1
11/9,2,79.03380158,9112,5,1
11/9,3,78.98108506,8829,5,1
11/9,4,78.84392357,9002,5,1
11/9,5,78.93032507,8798,5,1
11/9,6,79.60708861,9875,5,1
11/9,7,79.13210171,10068,5,1
11/9,8,78.92974052,10020,5,1
11/9,9,78.82998206,10593,5,1
11/9,10,78.9556701,10670,5,1
11/9,11,79.3095789,10805,5,1
11/9,12,79.247771,10655,5,1
11/9,13,78.98569425,10695,5,1
11/9,14,78.72217077,10798,5,1
11/9,15,78.7921865,10981,5,1
11/9,16,79.23668361,10626,5,1
11/9,17,79.15386917,10028,5,1
11/9,18,78.90457559,9201,5,1
11/9,19,78.89910753,9188,5,1
11/9,20,79.00203344,8852,5,1
11/9,21,78.94678161,8700,5,1
11/9,22,79.77869655,9191,5,1
11/9,23,80.38529442,9629,5,1
11/10,0,79.12293218,9672,6,1
11/10,1,79.249816,9511,6,1
11/10,2,78.8959197,9166,6,1
11/10,3,78.8147231,8884,6,1
11/10,4,78.68766578,9048,6,1
11/10,5,78.7730096,8855,6,1
11/10,6,79.45982682,9932,6,1
11/10,7,78.96640316,10120,6,1
11/10,8,78.81603493,10078,6,1
11/10,9,78.70412478,10643,6,1
11/10,10,78.82084964,10734,6,1
11/10,11,79.13711454,10896,6,1
11/10,12,79.13109699,10702,6,1
11/10,13,78.84425469,10774,6,1
11/10,14,78.56763706,10889,6,1
11/10,15,78.68460078,11059,6,1
11/10,16,79.11607477,10700,6,1
11/10,17,79.00366337,10100,6,1
11/10,18,78.75005396,9266,6,1
11/10,19,78.75505788,9243,6,1
11/10,20,78.83573745,8943,6,1
11/10,21,78.7743812,8767,6,1
11/10,22,79.6145384,9272,6,1
11/10,23,80.22191301,9702,6,1
11/11,0,79.38052917,9789,0,0
11/11,1,79.5426437,9638,0,0
11/11,2,79.11047824,9305,0,0
11/11,3,79.10147336,9027,0,0
11/11,4,78.96921236,9192,0,0
11/11,5,79.02430865,8968,0,0
11/11,6,79.67706367,10067,0,0
11/11,7,79.21586806,10247,0,0
11/11,8,79.02046411,10213,0,0
11/11,9,78.8977431,10767,0,0
11/11,10,79.02054921,10852,0,0
11/11,11,79.36972344,10992,0,0
11/11,12,79.33114845,10832,0,0
11/11,13,79.08445262,10870,0,0
11/11,14,78.78204661,10984,0,0
11/11,15,78.89833691,11184,0,0
11/11,16,79.32525664,10813,0,0
11/11,17,79.2240672,10238,0,0
11/11,18,79.02371836,9402,0,0
11/11,19,79.0184494,9377,0,0
11/11,20,79.12466873,9056,0,0
11/11,21,79.07016755,8893,0,0
11/11,22,79.86485623,9390,0,0
11/11,23,80.44298246,9804,0,0
11/12,0,79.10768281,9723,1,0
11/12,1,79.25099144,9582,1,0
11/12,2,78.90621627,9266,1,0
11/12,3,78.85615445,8961,1,0
11/12,4,78.70588879,9136,1,0
11/12,5,78.78473077,8933,1,0
11/12,6,79.45333866,10019,1,0
11/12,7,78.99530379,10221,1,0
11/12,8,78.81662399,10154,1,0
11/12,9,78.69278909,10706,1,0
11/12,10,78.82739143,10799,1,0
11/12,11,79.22080058,10942,1,0
11/12,12,79.14294979,10794,1,0
11/12,13,78.88149381,10818,1,0
11/12,14,78.59673149,10953,1,0
11/12,15,78.73108035,11126,1,0
11/12,16,79.14573658,10766,1,0
11/12,17,79.01592607,10172,1,0
11/12,18,78.78007499,9335,1,0
11/12,19,78.785209,9330,1,0
11/12,20,78.84576064,8999,1,0
11/12,21,78.80992763,8844,1,0
11/12,22,79.63166917,9334,1,0
11/12,23,80.21857084,9768,1,0
11/13,0,79.13375196,9555,2,0
11/13,1,79.27381079,9397,2,0
11/13,2,78.85136624,9076,2,0
11/13,3,78.83010041,8764,2,0
11/13,4,78.69522958,8951,2,0
11/13,5,78.75605853,8748,2,0
11/13,6,79.44312169,9828,2,0
11/13,7,78.9765104,10047,2,0
11/13,8,78.79262303,9977,2,0
11/13,9,78.66991855,10558,2,0
11/13,10,78.81105991,10633,2,0
11/13,11,79.15838826,10771,2,0
11/13,12,79.12610661,10618,2,0
11/13,13,78.86138428,10677,2,0
11/13,14,78.55394749,10779,2,0
11/13,15,78.6796604,10954,2,0
11/13,16,79.09150142,10590,2,0
11/13,17,78.99201358,10017,2,0
11/13,18,78.76629901,9157,2,0
11/13,19,78.7567804,9144,2,0
11/13,20,78.82825077,8821,2,0
11/13,21,78.78436128,8658,2,0
11/13,22,79.61912038,9163,2,0
11/13,23,80.23026384,9589,2,0
11/14,0,79.05961377,9528,3,0
11/14,1,79.23549488,9376,3,0
11/14,2,78.82052132,9054,3,0
11/14,3,78.77400228,8770,3,0
11/14,4,78.6289907,8927,3,0
11/14,5,78.70379283,8727,3,0
11/14,6,79.39977638,9838,3,0
11/14,7,78.93236763,10010,3,0
11/14,8,78.75414448,9953,3,0
11/14,9,78.65206235,10522,3,0
11/14,10,78.75984512,10589,3,0
11/14,11,79.11640015,10756,3,0
11/14,12,79.08617102,10572,3,0
11/14,13,78.7944664,10626,3,0
11/14,14,78.54105831,10753,3,0
11/14,15,78.64076782,10940,3,0
11/14,16,79.09437713,10564,3,0
11/14,17,78.94901843,9984,3,0
11/14,18,78.70458274,9143,3,0
11/14,19,78.70026322,9118,3,0
11/14,20,78.77449756,8807,3,0
11/14,21,78.7244058,8625,3,0
11/14,22,79.56384144,9132,3,0
11/14,23,80.20073222,9560,3,0
11/15,0,79.46078945,9551,4,0
11/15,1,79.63089535,9393,4,0
11/15,2,79.26331426,9088,4,0
11/15,3,79.19765723,8793,4,0
11/15,4,79.0554128,8951,4,0
11/15,5,79.14107836,8754,4,0
11/15,6,79.78403899,9849,4,0
11/15,7,79.31849486,10019,4,0
11/15,8,79.15043539,9991,4,0
11/15,9,78.98034934,10534,4,0
11/15,10,79.12155059,10654,4,0
11/15,11,79.46851526,10783,4,0
11/15,12,79.44759127,10628,4,0
11/15,13,79.17569971,10683,4,0
11/15,14,78.84649693,10762,4,0
11/15,15,78.96853338,10964,4,0
11/15,16,79.40217186,10590,4,0
11/15,17,79.33865974,10013,4,0
11/15,18,79.10399825,9154,4,0
11/15,19,79.13261962,9154,4,0
11/15,20,79.23944621,8812,4,0
11/15,21,79.17697991,8662,4,0
11/15,22,79.99388913,9164,4,0
11/15,23,80.60927566,9595,4,0
11/16,0,79.17378331,9719,5,1
11/16,1,79.26813187,9555,5,1
11/16,2,78.9136137,9226,5,1
11/16,3,78.86618222,8945,5,1
11/16,4,78.70997145,9106,5,1
11/16,5,78.79048048,8887,5,1
11/16,6,79.47539834,9979,5,1
11/16,7,79.00873148,10193,5,1
11/16,8,78.83206634,10129,5,1
11/16,9,78.69997193,10689,5,1
11/16,10,78.84575358,10762,5,1
11/16,11,79.18630865,10912,5,1
11/16,12,79.16032735,10753,5,1
11/16,13,78.8700351,10826,5,1
11/16,14,78.58606482,10922,5,1
11/16,15,78.68686869,11088,5,1
11/16,16,79.12348781,10746,5,1
11/16,17,79.01746079,10137,5,1
11/16,18,78.79254805,9313,5,1
11/16,19,78.78366161,9291,5,1
11/16,20,78.85545657,8980,5,1
11/16,21,78.80054521,8804,5,1
11/16,22,79.63407042,9316,5,1
11/16,23,80.24537798,9736,5,1
11/17,0,79.20693223,9665,6,1
11/17,1,79.39344607,9521,6,1
11/17,2,78.98316133,9205,6,1
11/17,3,78.93686698,8886,6,1
11/17,4,78.80921343,9052,6,1
11/17,5,78.89870276,8865,6,1
11/17,6,79.55201528,9949,6,1
11/17,7,79.07659658,10131,6,1
11/17,8,78.89756049,10084,6,1
11/17,9,78.80570143,10664,6,1
11/17,10,78.89342657,10725,6,1
11/17,11,79.26891606,10877,6,1
11/17,12,79.22449361,10713,6,1
11/17,13,78.94784707,10776,6,1
11/17,14,78.65131881,10881,6,1
11/17,15,78.76483894,11052,6,1
11/17,16,79.18717277,10696,6,1
11/17,17,79.09771536,10111,6,1
11/17,18,78.86391107,9266,6,1
11/17,19,78.85464174,9253,6,1
11/17,20,78.94760412,8932,6,1
11/17,21,78.90938106,8773,6,1
11/17,22,79.71950431,9280,6,1
11/17,23,80.29336498,9691,6,1
11/18,0,79.15078956,9689,0,0
11/18,1,79.30972616,9531,0,0
11/18,2,78.90466377,9220,0,0
11/18,3,78.87396184,8910,0,0
11/18,4,78.72103004,9087,0,0
11/18,5,78.80202817,8875,0,0
11/18,6,79.45921238,9954,0,0
11/18,7,78.99428965,10157,0,0
11/18,8,78.82967142,10104,0,0
11/18,9,78.7187705,10671,0,0
11/18,10,78.81616895,10749,0,0
11/18,11,79.18611901,10907,0,0
11/18,12,79.17276026,10749,0,0
11/18,13,78.90600426,10809,0,0
11/18,14,78.59342576,10891,0,0
11/18,15,78.71852989,11074,0,0
11/18,16,79.11651573,10711,0,0
11/18,17,79.00246889,10126,0,0
11/18,18,78.77782562,9290,0,0
11/18,19,78.78201811,9276,0,0
11/18,20,78.85703116,8953,0,0
11/18,21,78.80555872,8779,0,0
11/18,22,79.62411042,9274,0,0
11/18,23,80.2356511,9722,0,0
11/19,0,79.1495908,9653,1,0
11/19,1,79.29066217,9499,1,0
11/19,2,78.89588773,9192,1,0
11/19,3,78.8542674,8893,1,0
11/19,4,78.72997131,9062,1,0
11/19,5,78.78804655,8851,1,0
11/19,6,79.48136615,9955,1,0
11/19,7,79.00838182,10141,1,0
11/19,8,78.81989487,10083,1,0
11/19,9,78.72648608,10632,1,0
11/19,10,78.86478399,10694,1,0
11/19,11,79.20152686,10872,1,0
11/19,12,79.1343423,10704,1,0
11/19,13,78.9002415,10766,1,0
11/19,14,78.61403993,10869,1,0
11/19,15,78.69082344,11039,1,0
11/19,16,79.13997572,10709,1,0
11/19,17,79.017629,10097,1,0
11/19,18,78.78758099,9260,1,0
11/19,19,78.77961701,9243,1,0
11/19,20,78.84077931,8931,1,0
11/19,21,78.80991547,8754,1,0
11/19,22,79.63899385,9263,1,0
11/19,23,80.26540919,9702,1,0
11/20,0,79.13739981,9607,2,0
11/20,1,79.27727802,9449,2,0
11/20,2,78.90885188,9128,2,0
11/20,3,78.85932549,8836,2,0
11/20,4,78.72941438,8999,2,0
11/20,5,78.78320091,8810,2,0
11/20,6,79.46616162,9900,2,0
11/20,7,78.99116976,10079,2,0
11/20,8,78.83215319,10027,2,0
11/20,9,78.74335031,10602,2,0
11/20,10,78.86401125,10670,2,0
11/20,11,79.20070162,10832,2,0
11/20,12,79.16107509,10641,2,0
11/20,13,78.8747552,10723,2,0
11/20,14,78.58000185,10831,2,0
11/20,15,78.71958969,11016,2,0
11/20,16,79.14551607,10638,2,0
11/20,17,79.02577114,10050,2,0
11/20,18,78.80717391,9200,2,0
11/20,19,78.78549685,9198,2,0
11/20,20,78.88076186,8873,2,0
11/20,21,78.82252325,8711,2,0
11/20,22,79.66072787,9205,2,0
11/20,23,80.26641087,9643,2,0
11/21,0,79.22132797,9443,3,0
11/21,1,79.3957323,9279,3,0
11/21,2,78.97556622,8963,3,0
11/21,3,78.92772334,8675,3,0
11/21,4,78.78950938,8846,3,0
11/21,5,78.88615349,8652,3,0
11/21,6,79.55125705,9745,3,0
11/21,7,79.07458926,9921,3,0
11/21,8,78.90231805,9879,3,0
11/21,9,78.76504929,10449,3,0
11/21,10,78.9148127,10518,3,0
11/21,11,79.26959453,10679,3,0
11/21,12,79.21930575,10515,3,0
11/21,13,78.92917337,10561,3,0
11/21,14,78.65296761,10682,3,0
11/21,15,78.75755621,10852,3,0
11/21,16,79.1977132,10495,3,0
11/21,17,79.08817574,9878,3,0
11/21,18,78.86001325,9058,3,0
11/21,19,78.86564852,9036,3,0
11/21,20,78.95562436,8721,3,0
11/21,21,78.89534067,8542,3,0
11/21,22,79.72684007,9035,3,0
11/21,23,80.34860642,9472,3,0
11/22,0,79.30397022,9672,4,0
11/22,1,79.4959597,9529,4,0
11/22,2,79.1041236,9191,4,0
11/22,3,79.05801167,8912,4,0
11/22,4,78.89552074,9064,4,0
11/22,5,78.98692516,8872,4,0
11/22,6,79.60651125,9952,4,0
11/22,7,79.13975737,10139,4,0
11/22,8,78.98394291,10089,4,0
11/22,9,78.86536659,10666,4,0
11/22,10,79.01581837,10747,4,0
11/22,11,79.33489097,10914,4,0
11/22,12,79.31726908,10707,4,0
11/22,13,79.01899555,10792,4,0
11/22,14,78.75066508,10901,4,0
11/22,15,78.84971098,11072,4,0
11/22,16,79.26758982,10688,4,0
11/22,17,79.18632681,10122,4,0
11/22,18,78.9649331,9268,4,0
11/22,19,78.92813075,9239,4,0
11/22,20,79.05633803,8946,4,0
11/22,21,78.98092954,8757,4,0
11/22,22,79.84116886,9274,4,0
11/22,23,80.42440182,9696,4,0
11/23,0,79.24704795,9739,5,1
11/23,1,79.42095915,9571,5,1
11/23,2,79.02680212,9253,5,1
11/23,3,79.01215297,8969,5,1
11/23,4,78.83627204,9131,5,1
11/23,5,78.92626161,8937,5,1
11/23,6,79.57617149,10030,5,1
11/23,7,79.09670158,10217,5,1
11/23,8,78.92410802,10146,5,1
11/23,9,78.80093327,10715,5,1
11/23,10,78.94241807,10802,5,1
11/23,11,79.29261831,10946,5,1
11/23,12,79.26024343,10763,5,1
11/23,13,78.97386164,10827,5,1
11/23,14,78.68737438,10946,5,1
11/23,15,78.79836243,11114,5,1
11/23,16,79.21945554,10763,5,1
11/23,17,79.11790737,10169,5,1
11/23,18,78.90705643,9339,5,1
11/23,19,78.8924593,9336,5,1
11/23,20,78.97421363,8997,5,1
11/23,21,78.93304634,8827,5,1
11/23,22,79.73940109,9317,5,1
11/23,23,80.3564255,9758,5,1
11/24,0,78.96526131,9701,6,1
11/24,1,79.13718714,9549,6,1
11/24,2,78.7228314,9211,6,1
11/24,3,78.68377409,8924,6,1
11/24,4,78.5532102,9096,6,1
11/24,5,78.63601619,8896,6,1
11/24,6,79.34141455,9982,6,1
11/24,7,78.8614825,10172,6,1
11/24,8,78.67898794,10118,6,1
11/24,9,78.60746352,10692,6,1
11/24,10,78.74414063,10752,6,1
11/24,11,79.04799414,10918,6,1
11/24,12,79.02592696,10761,6,1
11/24,13,78.79211868,10785,6,1
11/24,14,78.47553601,10914,6,1
11/24,15,78.69350041,11093,6,1
11/24,16,78.9845308,10731,6,1
11/24,17,78.85587627,10151,6,1
11/24,18,78.62250161,9306,6,1
11/24,19,78.62761146,9286,6,1
11/24,20,78.69580731,8968,6,1
11/24,21,78.64789372,8807,6,1
11/24,22,79.46582115,9304,6,1
11/24,23,80.09428924,9736,6,1
11/25,0,80.09354937,9813,0,0
11/25,1,80.25953488,9675,0,0
11/25,2,79.90873101,9346,0,0
11/25,3,79.84412576,9065,0,0
11/25,4,79.73104047,9217,0,0
11/25,5,79.8330375,9014,0,0
11/25,6,80.37549446,10112,0,0
11/25,7,79.91190198,10284,0,0
11/25,8,79.73623585,10244,0,0
11/25,9,79.61787565,10808,0,0
11/25,10,79.71897106,10885,0,0
11/25,11,79.95506025,11037,0,0
11/25,12,80.00138274,10848,0,0
11/25,13,79.72096863,10902,0,0
11/25,14,79.25974615,11030,0,0
11/25,15,79.53939394,11220,0,0
11/25,16,80.00423924,10851,0,0
11/25,17,79.71776393,10268,0,0
11/25,18,79.78332274,9438,0,0
11/25,19,79.65997024,9408,0,0
11/25,20,79.88282539,9089,0,0
11/25,21,79.86228149,8924,0,0
11/25,22,80.60450537,9411,0,0
11/25,23,81.14686452,9839,0,0
11/26,0,79.15878066,9743,1,0
11/26,1,79.32557897,9586,1,0
11/26,2,78.91580311,9264,1,0
11/26,3,78.85628141,8955,1,0
11/26,4,78.75841714,9148,1,0
11/26,5,78.81506314,8949,1,0
11/26,6,79.4921727,10029,1,0
11/26,7,79.0225115,10217,1,0
11/26,8,78.87645206,10158,1,0
11/26,9,78.74172494,10725,1,0
11/26,10,78.86863544,10802,1,0
11/26,11,79.20372399,10956,1,0
11/26,12,79.18026864,10795,1,0
11/26,13,78.90087679,10835,1,0
11/26,14,78.62449763,10948,1,0
11/26,15,78.73982571,11131,1,0
11/26,16,79.13901012,10769,1,0
11/26,17,79.04281646,10183,1,0
11/26,18,78.817764,9356,1,0
11/26,19,78.80675603,9325,1,0
11/26,20,78.88098678,8999,1,0
11/26,21,78.84264706,8840,1,0
11/26,22,79.66231683,9349,1,0
11/26,23,80.23470329,9757,1,0
11/27,0,78.95520201,9554,2,0
11/27,1,79.1199915,9409,2,0
11/27,2,78.70179298,9091,2,0
11/27,3,78.66424187,8798,2,0
11/27,4,78.54162487,8973,2,0
11/27,5,78.58720201,8767,2,0
11/27,6,79.29454693,9866,2,0
11/27,7,78.83389729,10048,2,0
11/27,8,78.65682546,9992,2,0
11/27,9,78.57956163,10539,2,0
11/27,10,78.67572396,10636,2,0
11/27,11,79.05776006,10786,2,0
11/27,12,78.99896578,10636,2,0
11/27,13,78.73860552,10685,2,0
11/27,14,78.45666667,10800,2,0
11/27,15,78.52752753,10989,2,0
11/27,16,78.97972272,10603,2,0
11/27,17,78.87148996,10007,2,0
11/27,18,78.59441779,9172,2,0
11/27,19,78.58745226,9165,2,0
11/27,20,78.66783414,8851,2,0
11/27,21,78.62078132,8652,2,0
11/27,22,79.46949891,9180,2,0
11/27,23,80.09755081,9595,2,0
11/28,0,79.26566944,9493,3,0
11/28,1,79.45076446,9353,3,0
11/28,2,79.00077537,9028,3,0
11/28,3,79.021647,8731,3,0
11/28,4,78.83574717,8907,3,0
11/28,5,78.92756285,8711,3,0
11/28,6,79.59540816,9800,3,0
11/28,7,79.10995498,9995,3,0
11/28,8,78.95532923,9917,3,0
11/28,9,78.74494158,10527,3,0
11/28,10,78.95373699,10570,3,0
11/28,11,79.29521946,10731,3,0
11/28,12,79.27513027,10555,3,0
11/28,13,79.00216613,10618,3,0
11/28,14,78.69791278,10732,3,0
11/28,15,78.79978018,10918,3,0
11/28,16,79.26329762,10547,3,0
11/28,17,79.13387567,9957,3,0
11/28,18,78.91698651,9119,3,0
11/28,19,78.90831135,9096,3,0
11/28,20,79.00262108,8775,3,0
11/28,21,78.95061011,8605,3,0
11/28,22,79.77047378,9097,3,0
11/28,23,80.38228512,9540,3,0
11/29,0,79.19350058,9447,4,0
11/29,1,79.36779388,9315,4,0
11/29,2,78.96297948,8968,4,0
11/29,3,78.92040088,8681,4,0
11/29,4,78.78523869,8861,4,0
11/29,5,78.86282214,8653,4,0
11/29,6,79.52704364,9762,4,0
11/29,7,79.06277035,9941,4,0
11/29,8,78.88325233,9876,4,0
11/29,9,78.77553943,10474,4,0
11/29,10,78.89885823,10510,4,0
11/29,11,79.24596925,10668,4,0
11/29,12,79.20045688,10506,4,0
11/29,13,78.93139667,10568,4,0
11/29,14,78.61597528,10679,4,0
11/29,15,78.74636347,10862,4,0
11/29,16,79.16977541,10508,4,0
11/29,17,79.05949495,9900,4,0
11/29,18,78.83528502,9052,4,0
11/29,19,78.83364693,9035,4,0
11/29,20,78.91763221,8717,4,0
11/29,21,78.88402575,8545,4,0
11/29,22,79.73966851,9050,4,0
11/29,23,80.35668319,9479,4,0
11/30,0,79.14589056,9466,5,1
11/30,1,79.31805004,9313,5,1
11/30,2,78.90270511,8983,5,1
11/30,3,78.85900092,8688,5,1
11/30,4,78.72880208,8857,5,1
11/30,5,78.79242232,8657,5,1
11/30,6,79.47978299,9769,5,1
11/30,7,79.00020117,9942,5,1
11/30,8,78.80444894,9890,5,1
11/30,9,78.71074459,10489,5,1
11/30,10,78.8186553,10560,5,1
11/30,11,79.20427598,10711,5,1
11/30,12,79.15908875,10535,5,1
11/30,13,78.87748157,10578,5,1
11/30,14,78.59728464,10680,5,1
11/30,15,78.706787,10859,5,1
11/30,16,79.15714286,10500,5,1
11/30,17,79.03128153,9910,5,1
11/30,18,78.79047199,9068,5,1
11/30,19,78.78057395,9060,5,1
11/30,20,78.86018794,8726,5,1
11/30,21,78.81027437,8565,5,1
11/30,22,79.65382067,9056,5,1
11/30,23,80.28165157,9494,5,1
12/1,0,79.12263497,10095,6,1
12/1,1,79.28628509,10011,6,1
12/1,2,78.83096988,9661,6,1
12/1,3,78.77528809,9372,6,1
12/1,4,78.73103159,9529,6,1
12/1,5,78.78256653,9281,6,1
12/1,6,79.47197526,10348,6,1
12/1,7,78.95891963,10589,6,1
12/1,8,78.7874465,10515,6,1
12/1,9,78.70075621,11108,6,1
12/1,10,78.83901737,11113,6,1
12/1,11,79.2123191,11332,6,1
12/1,12,79.15034557,11141,6,1
12/1,13,78.9175487,11243,6,1
12/1,14,78.54630849,11391,6,1
12/1,15,78.68318201,11565,6,1
12/1,16,79.09962271,11132,6,1
12/1,17,79.04560106,10548,6,1
12/1,18,78.77141685,9747,6,1
12/1,19,78.78697492,9689,6,1
12/1,20,78.89007243,9388,6,1
12/1,21,78.7676461,9223,6,1
12/1,22,79.5227739,9748,6,1
12/1,23,80.21352628,10158,6,1
12/2,0,79.21193436,10055,0,0
12/2,1,79.36730191,9970,0,0
12/2,2,78.92633441,9611,0,0
12/2,3,78.87718358,9331,0,0
12/2,4,78.79841772,9480,0,0
12/2,5,78.91294449,9224,0,0
12/2,6,79.56677019,10304,0,0
12/2,7,79.05723205,10571,0,0
12/2,8,78.90759832,10476,0,0
12/2,9,78.78361781,11073,0,0
12/2,10,78.94784888,11064,0,0
12/2,11,79.31309197,11297,0,0
12/2,12,79.22535085,11116,0,0
12/2,13,78.99624296,11179,0,0
12/2,14,78.60554672,11322,0,0
12/2,15,78.7463114,11522,0,0
12/2,16,79.18622679,11094,0,0
12/2,17,79.11395659,10504,0,0
12/2,18,78.88902628,9705,0,0
12/2,19,78.91653707,9645,0,0
12/2,20,78.99978628,9358,0,0
12/2,21,78.87325632,9176,0,0
12/2,22,79.60988727,9669,0,0
12/2,23,80.30772277,10100,0,0
12/3,0,79.25824231,9979,1,0
12/3,1,79.39971694,9892,1,0
12/3,2,78.96185286,9542,1,0
12/3,3,78.93096753,9271,1,0
12/3,4,78.85293179,9397,1,0
12/3,5,78.94026428,9157,1,0
12/3,6,79.60924822,10229,1,0
12/3,7,79.08852428,10483,1,0
12/3,8,78.91110898,10406,1,0
12/3,9,78.82140584,10997,1,0
12/3,10,78.98626149,10991,1,0
12/3,11,79.34233512,11220,1,0
12/3,12,79.2492517,11025,1,0
12/3,13,79.02967626,11120,1,0
12/3,14,78.68417311,11253,1,0
12/3,15,78.77031155,11459,1,0
12/3,16,79.18465729,11015,1,0
12/3,17,79.13594934,10423,1,0
12/3,18,78.8901464,9631,1,0
12/3,19,78.93998539,9581,1,0
12/3,20,79.02047634,9279,1,0
12/3,21,78.91186478,9111,1,0
12/3,22,79.66188397,9618,1,0
12/3,23,80.35630353,10042,1,0
12/4,0,79.1781449,10048,2,0
12/4,1,79.38347373,9972,2,0
12/4,2,78.86861846,9598,2,0
12/4,3,78.82432432,9324,2,0
12/4,4,78.74797005,9483,2,0
12/4,5,78.85500488,9221,2,0
12/4,6,79.52722147,10286,2,0
12/4,7,79.02163393,10539,2,0
12/4,8,78.82726665,10467,2,0
12/4,9,78.73528082,11057,2,0
12/4,10,78.92245046,11051,2,0
12/4,11,79.25878906,11264,2,0
12/4,12,79.1767358,11090,2,0
12/4,13,78.95534676,11175,2,0
12/4,14,78.58901565,11307,2,0
12/4,15,78.70189466,11506,2,0
12/4,16,79.13822387,11069,2,0
12/4,17,79.07012863,10495,2,0
12/4,18,78.8311849,9697,2,0
12/4,19,78.86777202,9650,2,0
12/4,20,78.94648973,9344,2,0
12/4,21,78.8373744,9156,2,0
12/4,22,79.60738601,9694,2,0
12/4,23,80.27693069,10100,2,0
12/5,0,78.88497957,10033,3,0
12/5,1,79.05042271,9936,3,0
12/5,2,78.59519833,9580,3,0
12/5,3,78.52809953,9324,3,0
12/5,4,78.46758184,9470,3,0
12/5,5,78.56194306,9202,3,0
12/5,6,79.26278866,10263,3,0
12/5,7,78.78060595,10529,3,0
12/5,8,78.57230416,10442,3,0
12/5,9,78.51941219,11024,3,0
12/5,10,78.68821982,11027,3,0
12/5,11,79.02871831,11282,3,0
12/5,12,78.92951383,11066,3,0
12/5,13,78.72001435,11147,3,0
12/5,14,78.36889677,11285,3,0
12/5,15,78.5073107,11490,3,0
12/5,16,78.88690692,11044,3,0
