時間,小時,平均車速,交通量,週次,週次標註
10/5,10,78.57741996,10682,5,1
10/5,11,78.83731219,10849,5,1
10/5,12,78.83732057,10659,5,1
10/5,13,78.63621959,10729,5,1
10/5,14,78.33579608,10828,5,1
10/5,15,78.43514493,11040,5,1
10/5,16,78.75868871,10646,5,1
10/5,17,78.69071958,9978,5,1
10/5,18,78.47362149,9231,5,1
10/5,19,78.411816,9174,5,1
10/5,20,78.4822919,8866,5,1
10/5,21,78.43791,8689,5,1
10/5,22,79.20441627,9148,5,1
10/5,23,79.88600982,9571,5,1
10/6,0,78.76332914,9528,6,1
10/6,1,78.9985073,9379,6,1
10/6,2,78.56065465,9043,6,1
10/6,3,78.47409769,8783,6,1
10/6,4,78.29716455,8958,6,1
10/6,5,78.43034797,8765,6,1
10/6,6,79.12952052,9844,6,1
10/6,7,78.65643071,10030,6,1
10/6,8,78.34360261,9965,6,1
10/6,9,78.30612053,10620,6,1
10/6,10,78.55282186,10649,6,1
10/6,11,78.83088509,10756,6,1
10/6,12,78.84636398,10616,6,1
10/6,13,78.62163426,10696,6,1
10/6,14,78.28642705,10823,6,1
10/6,15,78.41885246,10980,6,1
10/6,16,78.76485545,10619,6,1
10/6,17,78.69110999,9955,6,1
10/6,18,78.42805795,9181,6,1
10/6,19,78.40844916,9137,6,1
10/6,20,78.47499717,8819,6,1
10/6,21,78.41420461,8631,6,1
10/6,22,79.23662529,9103,6,1
10/6,23,79.89908642,9523,6,1
10/7,0,78.94648285,9212,0,0
10/7,1,79.22152595,9096,0,0
10/7,2,78.77799427,8725,0,0
10/7,3,78.68750737,8477,0,0
10/7,4,78.51119575,8664,0,0
10/7,5,78.63404255,8460,0,0
10/7,6,79.33274151,9575,0,0
10/7,7,78.86993625,9726,0,0
10/7,8,78.54058525,9671,0,0
10/7,9,78.46596301,10327,0,0
10/7,10,78.72084056,10374,0,0
10/7,11,79.00247125,10521,0,0
10/7,12,79.01821529,10321,0,0
10/7,13,78.79246549,10432,0,0
10/7,14,78.44480365,10517,0,0
10/7,15,78.55590816,10714,0,0
10/7,16,78.92160464,10345,0,0
10/7,17,78.89226147,9653,0,0
10/7,18,78.64415175,8883,0,0
10/7,19,78.57884615,8840,0,0
10/7,20,78.71643192,8520,0,0
10/7,21,78.63960182,8338,0,0
10/7,22,79.45586567,8814,0,0
10/7,23,80.13964548,9252,0,0
10/8,0,79.16146165,9414,1,0
10/8,1,79.44078026,9279,1,0
10/8,2,78.99191919,8910,1,0
10/8,3,78.8817825,8662,1,0
10/8,4,78.73760307,8853,1,0
10/8,5,78.84868801,8651,1,0
10/8,6,79.53501027,9740,1,0
10/8,7,79.06806494,9917,1,0
10/8,8,78.75243506,9856,1,0
10/8,9,78.65879215,10498,1,0
10/8,10,78.89937286,10524,1,0
10/8,11,79.14604215,10675,1,0
10/8,12,79.19906658,10499,1,0
10/8,13,78.99631902,10595,1,0
10/8,14,78.61078349,10683,1,0
10/8,15,78.76717873,10871,1,0
10/8,16,79.11425307,10503,1,0
10/8,17,79.06682967,9816,1,0
10/8,18,78.86696133,9050,1,0
10/8,19,78.813533,9015,1,0
10/8,20,78.91491319,8697,1,0
10/8,21,78.88905846,8518,1,0
10/8,22,79.64862161,8996,1,0
10/8,23,80.31482857,9421,1,0
10/9,0,79.30435244,9420,2,0
10/9,1,79.55075431,9280,2,0
10/9,2,79.14804438,8923,2,0
10/9,3,79.05969117,8678,2,0
10/9,4,78.87838753,8856,2,0
10/9,5,79.02839663,8663,2,0
10/9,6,79.67326834,9745,2,0
10/9,7,79.19527464,9904,2,0
10/9,8,78.8659031,9866,2,0
10/9,9,78.80582247,10511,2,0
10/9,10,79.03495973,10555,2,0
10/9,11,79.30319746,10696,2,0
10/9,12,79.32201294,10512,2,0
10/9,13,79.09908551,10607,2,0
10/9,14,78.77584433,10689,2,0
10/9,15,78.85530547,10885,2,0
10/9,16,79.24132357,10517,2,0
10/9,17,79.21978022,9828,2,0
10/9,18,79.001985,9068,2,0
10/9,19,78.95890563,9028,2,0
10/9,20,79.07300529,8698,2,0
10/9,21,79.03635511,8527,2,0
10/9,22,79.79775406,8994,2,0
10/9,23,80.45908946,9423,2,0
10/10,0,79.11053904,9517,3,0
10/10,1,79.33632383,9363,3,0
10/10,2,78.97589425,9002,3,0
10/10,3,78.84634703,8760,3,0
10/10,4,78.68577186,8933,3,0
10/10,5,78.82262857,8750,3,0
10/10,6,79.50392097,9819,3,0
10/10,7,79.01202887,9976,3,0
10/10,8,78.72203219,9940,3,0
10/10,9,78.64829868,10580,3,0
10/10,10,78.8875,10640,3,0
10/10,11,79.10452187,10792,3,0
10/10,12,79.17762661,10584,3,0
10/10,13,78.92978684,10696,3,0
10/10,14,78.60735458,10796,3,0
10/10,15,78.71518353,10979,3,0
10/10,16,79.08467552,10617,3,0
10/10,17,79.04568374,9916,3,0
10/10,18,78.80264308,9156,3,0
10/10,19,78.77089511,9105,3,0
10/10,20,78.87470208,8811,3,0
10/10,21,78.81735902,8618,3,0
10/10,22,79.60461538,9100,3,0
10/10,23,80.25451871,9516,3,0
10/11,0,79.36069269,9759,4,0
10/11,1,79.61159089,9611,4,0
10/11,2,79.18552916,9260,4,0
10/11,3,79.12881055,9021,4,0
10/11,4,78.95933899,9198,4,0
10/11,5,79.06803251,8981,4,0
10/11,6,79.70198807,10060,4,0
10/11,7,79.239511,10225,4,0
10/11,8,78.93559788,10186,4,0
10/11,9,78.85290585,10823,4,0
10/11,10,79.08611648,10869,4,0
10/11,11,79.32706289,11004,4,0
10/11,12,79.36393019,10829,4,0
10/11,13,79.16342805,10910,4,0
10/11,14,78.80903883,10997,4,0
10/11,15,78.91514989,11208,4,0
10/11,16,79.2845806,10837,4,0
10/11,17,79.25818826,10167,4,0
10/11,18,79.0685441,9410,4,0
10/11,19,79.03024797,9356,4,0
10/11,20,79.14675957,9042,4,0
10/11,21,79.09710161,8867,4,0
10/11,22,79.82763792,9335,4,0
10/11,23,80.43099199,9738,4,0
10/12,0,79.10238071,9787,5,1
10/12,1,79.31528267,9658,5,1
10/12,2,78.97068928,9314,5,1
10/12,3,78.89874117,9056,5,1
10/12,4,78.70702913,9233,5,1
10/12,5,78.83827434,9040,5,1
10/12,6,79.4774659,10118,5,1
10/12,7,79.03749393,10295,5,1
10/12,8,78.7366054,10228,5,1
10/12,9,78.65257438,10857,5,1
10/12,10,78.89757215,10915,5,1
10/12,11,79.18180995,11050,5,1
10/12,12,79.17425706,10869,5,1
10/12,13,78.9605191,10942,5,1
10/12,14,78.62519229,11051,5,1
10/12,15,78.75766735,11249,5,1
10/12,16,79.11196911,10878,5,1
10/12,17,79.0548912,10202,5,1
10/12,18,78.83985162,9435,5,1
10/12,19,78.80927068,9406,5,1
10/12,20,78.88371325,9081,5,1
10/12,21,78.84930431,8912,5,1
10/12,22,79.59517969,9377,5,1
10/12,23,80.20044907,9798,5,1
10/13,0,79.06072539,9650,6,1
10/13,1,79.29624171,9499,6,1
10/13,2,78.87786509,9162,6,1
10/13,3,78.8340277,8881,6,1
10/13,4,78.6490803,9079,6,1
10/13,5,78.76936065,8884,6,1
10/13,6,79.43261984,9951,6,1
10/13,7,78.97634536,10146,6,1
10/13,8,78.67862807,10088,6,1
10/13,9,78.59218867,10728,6,1
10/13,10,78.83294642,10769,6,1
10/13,11,79.08903356,10906,6,1
10/13,12,79.12041007,10730,6,1
10/13,13,78.90420819,10836,6,1
10/13,14,78.55936555,10907,6,1
10/13,15,78.67560998,11107,6,1
10/13,16,79.0232753,10741,6,1
10/13,17,78.9874938,10075,6,1
10/13,18,78.78667528,9291,6,1
10/13,19,78.73211584,9254,6,1
10/13,20,78.82134467,8939,6,1
10/13,21,78.77908437,8759,6,1
10/13,22,79.53822829,9234,6,1
10/13,23,80.16765225,9639,6,1
10/14,0,78.98872972,9494,0,0
10/14,1,79.26405816,9354,0,0
10/14,2,78.85495675,9018,0,0
10/14,3,78.75940707,8770,0,0
10/14,4,78.57102877,8933,0,0
10/14,5,78.71128129,8749,0,0
10/14,6,79.38477157,9850,0,0
10/14,7,78.93678103,9997,0,0
10/14,8,78.6184634,9944,0,0
10/14,9,78.55767416,10594,0,0
10/14,10,78.77681514,10619,0,0
10/14,11,79.03682746,10780,0,0
10/14,12,79.08897705,10587,0,0
10/14,13,78.83979764,10674,0,0
10/14,14,78.53422371,10782,0,0
10/14,15,78.6266958,10983,0,0
10/14,16,79.01555577,10607,0,0
10/14,17,78.94571457,9929,0,0
10/14,18,78.7117923,9167,0,0
10/14,19,78.6694106,9111,0,0
10/14,20,78.75792704,8799,0,0
10/14,21,78.70808175,8612,0,0
10/14,22,79.48448504,9088,0,0
10/14,23,80.15175752,9502,0,0
10/15,0,79.41223067,9468,1,0
10/15,1,79.6796179,9317,1,0
10/15,2,79.29885441,8991,1,0
10/15,3,79.18551156,8738,1,0
10/15,4,79.00292004,8904,1,0
10/15,5,79.14736239,8720,1,0
10/15,6,79.77865088,9799,1,0
10/15,7,79.30208961,9954,1,0
10/15,8,79.00806045,9925,1,0
10/15,9,78.87299934,10559,1,0
10/15,10,79.14404067,10622,1,0
10/15,11,79.38710578,10749,1,0
10/15,12,79.4418077,10577,1,0
10/15,13,79.21674323,10667,1,0
10/15,14,78.83786552,10738,1,0
10/15,15,78.95763331,10952,1,0
10/15,16,79.32154006,10571,1,0
10/15,17,79.3318517,9899,1,0
10/15,18,79.120474,9114,1,0
10/15,19,79.10438896,9091,1,0
10/15,20,79.2302767,8746,1,0
10/15,21,79.16744349,8582,1,0
10/15,22,79.93037626,9063,1,0
10/15,23,80.58192746,9484,1,0
10/16,0,79.12325484,9598,2,0
10/16,1,79.30302067,9435,2,0
10/16,2,78.94566652,9092,2,0
10/16,3,78.87146733,8846,2,0
10/16,4,78.67014313,9013,2,0
10/16,5,78.79943246,8810,2,0
10/16,6,79.47272176,9898,2,0
10/16,7,79.01974011,10081,2,0
10/16,8,78.71327416,10027,2,0
10/16,9,78.6144183,10667,2,0
10/16,10,78.86821198,10699,2,0
10/16,11,79.11789668,10840,2,0
10/16,12,79.15679475,10670,2,0
10/16,13,78.92681569,10781,2,0
10/16,14,78.58911803,10862,2,0
10/16,15,78.67918892,11047,2,0
10/16,16,79.05976431,10692,2,0
10/16,17,79.02383337,9986,2,0
10/16,18,78.80602188,9233,2,0
10/16,19,78.76336127,9187,2,0
10/16,20,78.85608108,8880,2,0
10/16,21,78.80089769,8689,2,0
10/16,22,79.59061648,9165,2,0
10/16,23,80.24037559,9585,2,0
10/17,0,79.18794139,9487,3,0
10/17,1,79.47807487,9350,3,0
10/17,2,79.07752024,9017,3,0
10/17,3,78.97643021,8740,3,0
10/17,4,78.80179574,8910,3,0
10/17,5,78.94471787,8737,3,0
10/17,6,79.58969135,9817,3,0
10/17,7,79.10275689,9975,3,0
10/17,8,78.79794727,9938,3,0
10/17,9,78.74133535,10589,3,0
10/17,10,78.95342698,10607,3,0
10/17,11,79.23457822,10764,3,0
10/17,12,79.258342,10579,3,0
10/17,13,79.02855271,10682,3,0
10/17,14,78.6805272,10774,3,0
10/17,15,78.79622194,10958,3,0
10/17,16,79.15749221,10591,3,0
10/17,17,79.1358087,9911,3,0
10/17,18,78.93180077,9135,3,0
10/17,19,78.87173005,9098,3,0
10/17,20,78.98450849,8779,3,0
10/17,21,78.94072524,8604,3,0
10/17,22,79.71167602,9087,3,0
10/17,23,80.32406237,9492,3,0
10/18,0,79.00697336,9608,4,0
10/18,1,79.26855572,9458,4,0
10/18,2,78.83630985,9127,4,0
10/18,3,78.76831884,8857,4,0
10/18,4,78.5752046,9042,4,0
10/18,5,78.70050876,8845,4,0
10/18,6,79.36582904,9909,4,0
10/18,7,78.9078204,10089,4,0
10/18,8,78.62162431,10035,4,0
10/18,9,78.5495605,10694,4,0
10/18,10,78.75405708,10722,4,0
10/18,11,79.02806404,10868,4,0
10/18,12,79.08395662,10696,4,0
10/18,13,78.88837425,10795,4,0
10/18,14,78.50796574,10859,4,0
10/18,15,78.6449164,11065,4,0
10/18,16,78.98747546,10699,4,0
10/18,17,78.92142572,10016,4,0
10/18,18,78.7042284,9247,4,0
10/18,19,78.66467651,9212,4,0
10/18,20,78.75261442,8893,4,0
10/18,21,78.70028719,8705,4,0
10/18,22,79.47721326,9172,4,0
10/18,23,80.11335485,9607,4,0
10/19,0,79.10217755,9552,5,1
10/19,1,79.33032107,9406,5,1
10/19,2,78.9339581,9070,5,1
10/19,3,78.85009638,8819,5,1
10/19,4,78.68905694,8992,5,1
10/19,5,78.7977707,8792,5,1
10/19,6,79.47082617,9889,5,1
10/19,7,79.02250324,10043,5,1
10/19,8,78.69570871,9997,5,1
10/19,9,78.65443252,10626,5,1
10/19,10,78.89596623,10660,5,1
10/19,11,79.1375935,10829,5,1
10/19,12,79.14277658,10639,5,1
10/19,13,78.95614525,10740,5,1
10/19,14,78.6085429,10816,5,1
10/19,15,78.68827749,11013,5,1
10/19,16,79.08542761,10664,5,1
10/19,17,79.02107376,9965,5,1
10/19,18,78.81059041,9197,5,1
10/19,19,78.75941902,9157,5,1
10/19,20,78.84034374,8844,5,1
10/19,21,78.8029568,8658,5,1
10/19,22,79.58429056,9141,5,1
10/19,23,80.24526723,9561,5,1
10/20,0,79.02820273,9609,6,1
10/20,1,79.26092925,9470,6,1
10/20,2,78.88996054,9124,6,1
10/20,3,78.78640667,8872,6,1
10/20,4,78.62755723,9043,6,1
10/20,5,78.73319043,8864,6,1
10/20,6,79.40201207,9940,6,1
10/20,7,78.94611727,10096,6,1
10/20,8,78.65363962,10056,6,1
10/20,9,78.61914555,10697,6,1
10/20,10,78.8472507,10730,6,1
10/20,11,79.0795225,10890,6,1
10/20,12,79.11559719,10675,6,1
10/20,13,78.87471062,10799,6,1
10/20,14,78.53276353,10881,6,1
10/20,15,78.67015423,11087,6,1
10/20,16,79.02980473,10703,6,1
10/20,17,78.97147417,10026,6,1
10/20,18,78.75867286,9253,6,1
10/20,19,78.70675632,9221,6,1
10/20,20,78.80552437,8906,6,1
10/20,21,78.75312321,8725,6,1
10/20,22,79.51604831,9191,6,1
10/20,23,80.16047842,9615,6,1
10/21,0,79.14355645,9397,0,0
10/21,1,79.40045396,9252,0,0
10/21,2,78.98742562,8907,0,0
10/21,3,78.8986947,8657,0,0
10/21,4,78.72247992,8839,0,0
10/21,5,78.88015241,8661,0,0
10/21,6,79.52495379,9738,0,0
10/21,7,79.0583005,9897,0,0
10/21,8,78.75555556,9855,0,0
10/21,9,78.67358994,10496,0,0
10/21,10,78.92897835,10532,0,0
10/21,11,79.17737861,10689,0,0
10/21,12,79.20984012,10508,0,0
10/21,13,78.96009057,10599,0,0
10/21,14,78.6294459,10684,0,0
10/21,15,78.742434,10871,0,0
10/21,16,79.12411955,10506,0,0
10/21,17,79.07467864,9802,0,0
10/21,18,78.85854574,9063,0,0
10/21,19,78.82538274,9014,0,0
10/21,20,78.92062033,8705,0,0
10/21,21,78.86990246,8509,0,0
10/21,22,79.64218854,8974,0,0
10/21,23,80.30204342,9396,0,0
10/22,0,79.23043206,9582,1,0
10/22,1,79.48035998,9445,1,0
10/22,2,79.0958874,9094,1,0
10/22,3,79.00960995,8845,1,0
10/22,4,78.80694552,9013,1,0
10/22,5,78.94832861,8825,1,0
10/22,6,79.57524002,9895,1,0
10/22,7,79.11263545,10059,1,0
10/22,8,78.81024668,10013,1,0
10/22,9,78.751079,10658,1,0
10/22,10,78.96976202,10715,1,0
10/22,11,79.23356656,10862,1,0
10/22,12,79.26978316,10653,1,0
10/22,13,79.0285104,10768,1,0
10/22,14,78.7380777,10862,1,0
10/22,15,78.81109703,11048,1,0
10/22,16,79.15325455,10662,1,0
10/22,17,79.14112823,9998,1,0
10/22,18,78.93413628,9216,1,0
10/22,19,78.87172775,9168,1,0
10/22,20,79.00394455,8873,1,0
10/22,21,78.93081181,8672,1,0
10/22,22,79.74301615,9164,1,0
10/22,23,80.34276467,9578,1,0
10/23,0,79.22868136,9616,2,0
10/23,1,79.49281032,9458,2,0
10/23,2,79.09510244,9127,2,0
10/23,3,79.05079973,8878,2,0
10/23,4,78.82375055,9044,2,0
10/23,5,78.97584923,8861,2,0
10/23,6,79.61287079,9945,2,0
10/23,7,79.13273374,10118,2,0
10/23,8,78.83253636,10038,2,0
10/23,9,78.73816651,10690,2,0
10/23,10,79.01071462,10733,2,0
10/23,11,79.24664707,10886,2,0
10/23,12,79.29735807,10674,2,0
10/23,13,79.04900232,10775,2,0
10/23,14,78.70740673,10882,2,0
10/23,15,78.80806073,11066,2,0
10/23,16,79.18483235,10707,2,0
10/23,17,79.14325619,10024,2,0
10/23,18,78.96382289,9260,2,0
10/23,19,78.90953413,9230,2,0
10/23,20,79.00899078,8898,2,0
10/23,21,78.96763457,8713,2,0
10/23,22,79.71068977,9177,2,0
10/23,23,80.35516451,9604,2,0
10/24,0,78.96582278,9480,3,0
10/24,1,79.22456855,9329,3,0
10/24,2,78.79200534,8981,3,0
10/24,3,78.72261687,8728,3,0
10/24,4,78.54732233,8907,3,0
10/24,5,78.68874628,8726,3,0
10/24,6,79.38694544,9805,3,0
10/24,7,78.90610894,9969,3,0
10/24,8,78.58329134,9923,3,0
10/24,9,78.54993846,10563,3,0
10/24,10,78.80545592,10594,3,0
10/24,11,79.00855814,10750,3,0
10/24,12,79.07038123,10571,3,0
10/24,13,78.86794402,10647,3,0
10/24,14,78.50311541,10753,3,0
10/24,15,78.70996896,10954,3,0
10/24,16,78.95810875,10575,3,0
10/24,17,78.89795918,9898,3,0
10/24,18,78.68226142,9127,3,0
10/24,19,78.64623005,9085,3,0
10/24,20,78.73755708,8760,3,0
10/24,21,78.68747816,8585,3,0
10/24,22,79.46373772,9059,3,0
10/24,23,80.12927035,9484,3,0
10/25,0,80.05833934,9719,4,0
10/25,1,80.31499269,9578,4,0
10/25,2,79.9521023,9228,4,0
10/25,3,79.85156337,8987,4,0
10/25,4,79.69614165,9149,4,0
10/25,5,79.84735725,8949,4,0
10/25,6,80.38361897,10036,4,0
10/25,7,79.92529695,10187,4,0
10/25,8,79.61678652,10151,4,0
10/25,9,79.53248195,10806,4,0
10/25,10,79.74420751,10833,4,0
10/25,11,79.89919869,10982,4,0
10/25,12,80.01364522,10773,4,0
10/25,13,79.78198878,10871,4,0
10/25,14,79.26925531,10971,4,0
10/25,15,79.53698238,11181,4,0
10/25,16,79.94360589,10799,4,0
10/25,17,79.7382292,10131,4,0
10/25,18,79.81760939,9370,4,0
10/25,19,79.65325609,9321,4,0
10/25,20,79.88854317,8999,4,0
10/25,21,79.87337037,8821,4,0
10/25,22,80.56790257,9278,4,0
10/25,23,81.14321064,9699,4,0
10/26,0,79.0600616,9740,5,1
10/26,1,79.30646507,9590,5,1
10/26,2,78.90764572,9247,5,1
10/26,3,78.81229125,8982,5,1
10/26,4,78.67491282,9176,5,1
10/26,5,78.79650451,8983,5,1
10/26,6,79.45922021,10054,5,1
10/26,7,78.997064,10218,5,1
10/26,8,78.73187051,10163,5,1
10/26,9,78.62113926,10814,5,1
10/26,10,78.8646256,10844,5,1
10/26,11,79.11330363,10997,5,1
10/26,12,79.14549824,10818,5,1
10/26,13,78.9291938,10903,5,1
10/26,14,78.60889738,10992,5,1
10/26,15,78.7097899,11185,5,1
10/26,16,79.04474025,10818,5,1
10/26,17,79.0067987,10149,5,1
10/26,18,78.79765833,9395,5,1
10/26,19,78.74692085,9337,5,1
10/26,20,78.83717835,9016,5,1
10/26,21,78.80194548,8841,5,1
10/26,22,79.56131316,9321,5,1
10/26,23,80.15721782,9719,5,1
10/27,0,78.86267205,9663,6,1
10/27,1,79.09772465,9537,6,1
10/27,2,78.69905342,9191,6,1
10/27,3,78.62948876,8939,6,1
10/27,4,78.46112512,9119,6,1
10/27,5,78.57054733,8916,6,1
10/27,6,79.25259896,10004,6,1
10/27,7,78.80273246,10174,6,1
10/27,8,78.50464519,10118,6,1
10/27,9,78.47211619,10741,6,1
10/27,10,78.66885945,10793,6,1
10/27,11,78.94567901,10935,6,1
10/27,12,78.95768623,10753,6,1
10/27,13,78.73952289,10857,6,1
10/27,14,78.43049081,10941,6,1
10/27,15,78.49515956,11156,6,1
10/27,16,78.88125987,10763,6,1
10/27,17,78.83503621,10081,6,1
10/27,18,78.57392516,9327,6,1
10/27,19,78.52717684,9291,6,1
10/27,20,78.6220639,8983,6,1
10/27,21,78.5720962,8773,6,1
10/27,22,79.34624514,9268,6,1
10/27,23,79.9893463,9668,6,1
10/28,0,79.11924971,9543,0,0
10/28,1,79.40104111,9413,0,0
10/28,2,78.95654572,9067,0,0
10/28,3,78.92238738,8813,0,0
10/28,4,78.70420187,8996,0,0
10/28,5,78.85277746,8803,0,0
10/28,6,79.50642128,9889,0,0
10/28,7,79.03638533,10059,0,0
10/28,8,78.75888299,9991,0,0
10/28,9,78.59350966,10662,0,0
10/28,10,78.9135895,10670,0,0
10/28,11,79.1612933,10825,0,0
10/28,12,79.20355397,10636,0,0
10/28,13,78.97178771,10740,0,0
10/28,14,78.62566944,10830,0,0
10/28,15,78.73908317,11038,0,0
10/28,16,79.13017807,10670,0,0
10/28,17,79.05511574,9979,0,0
10/28,18,78.84813008,9225,0,0
10/28,19,78.80697928,9170,0,0
10/28,20,78.90656423,8851,0,0
10/28,21,78.85485174,8667,0,0
10/28,22,79.60385416,9133,0,0
10/28,23,80.24547641,9561,0,0
10/29,0,79.14774756,9523,1,0
10/29,1,79.42008306,9391,1,0
10/29,2,79.00099668,9030,1,0
10/29,3,78.9217629,8781,1,0
10/29,4,78.75986622,8970,1,0
10/29,5,78.88017802,8763,1,0
10/29,6,79.51581829,9862,1,0
10/29,7,79.06144026,10026,1,0
10/29,8,78.74591069,9965,1,0
10/29,9,78.69022302,10627,1,0
10/29,10,78.91771794,10622,1,0
10/29,11,79.17098301,10773,1,0
10/29,12,79.19310996,10595,1,0
10/29,13,78.97326353,10697,1,0
10/29,14,78.61391643,10793,1,0
10/29,15,78.74956806,10997,1,0
10/29,16,79.12288295,10628,1,0
10/29,17,79.10122761,9938,1,0
10/29,18,78.85726747,9171,1,0
10/29,19,78.82158904,9125,1,0
10/29,20,78.91863368,8812,1,0
10/29,21,78.88742029,8625,1,0
10/29,22,79.67098759,9103,1,0
10/29,23,80.31575076,9517,1,0
10/30,0,79.11137238,9356,2,0
10/30,1,79.37611292,9210,2,0
10/30,2,78.9554327,8863,2,0
10/30,3,78.88901801,8605,2,0
10/30,4,78.69923699,8781,2,0
10/30,5,78.82836863,8594,2,0
10/30,6,79.50861091,9697,2,0
10/30,7,79.01552354,9856,2,0
10/30,8,78.69602041,9800,2,0
10/30,9,78.63203132,10471,2,0
10/30,10,78.86368396,10505,2,0
10/30,11,79.14105935,10648,2,0
10/30,12,79.18405201,10459,2,0
10/30,13,78.95042654,10550,2,0
10/30,14,78.61115815,10629,2,0
10/30,15,78.72117517,10824,2,0
10/30,16,79.11042065,10460,2,0
10/30,17,79.0499386,9772,2,0
10/30,18,78.82972343,9003,2,0
10/30,19,78.78228865,8966,2,0
10/30,20,78.878125,8640,2,0
10/30,21,78.82746396,8462,2,0
10/30,22,79.61597938,8924,2,0
10/30,23,80.27371911,9349,2,0
10/31,0,78.85865724,8773,3,0
10/31,1,79.13460648,8640,3,0
10/31,2,78.67862319,8280,3,0
10/31,3,78.55349127,8020,3,0
10/31,4,78.38140556,8196,3,0
10/31,5,78.5221029,8008,3,0
10/31,6,79.28818949,9119,3,0
10/31,7,78.76875,9280,3,0
10/31,8,78.45138588,9236,3,0
10/31,9,78.3904733,9888,3,0
10/31,10,78.64580814,9924,3,0
10/31,11,78.92820309,10084,3,0
10/31,12,78.95698381,9880,3,0
10/31,13,78.70004005,9988,3,0
10/31,14,78.34396106,10068,3,0
10/31,15,78.47461261,10261,3,0
10/31,16,78.86177958,9890,3,0
10/31,17,78.80466282,9179,3,0
10/31,18,78.55221575,8417,3,0
10/31,19,78.49623881,8375,3,0
10/31,20,78.59334657,8056,3,0
10/31,21,78.51971509,7862,3,0
10/31,22,79.40940641,8356,3,0
10/31,23,80.12421652,8775,3,0
11/1,0,79.13820715,9616,4,0
11/1,1,79.32209302,9460,4,0
11/1,2,78.91248222,9141,4,0
11/1,3,78.86024669,8837,4,0
11/1,4,78.75465839,9016,4,0
11/1,5,78.7964391,8818,4,0
11/1,6,79.48462547,9919,4,0
11/1,7,78.99633118,10085,4,0
11/1,8,78.83356588,10034,4,0
11/1,9,78.72268274,10616,4,0
11/1,10,78.82361748,10687,4,0
11/1,11,79.19389073,10836,4,0
11/1,12,79.16857089,10678,4,0
11/1,13,78.89404529,10731,4,0
11/1,14,78.59559366,10848,4,0
11/1,15,78.72084581,11019,4,0
11/1,16,79.15032864,10650,4,0
11/1,17,79.04821074,10060,4,0
11/1,18,78.80619987,9226,4,0
11/1,19,78.77330578,9193,4,0
11/1,20,78.87208385,8873,4,0
11/1,21,78.82251033,8716,4,0
11/1,22,79.64777284,9227,4,0
11/1,23,80.27189894,9658,4,0
11/2,0,79.15981126,9749,5,1
11/2,1,79.29771709,9593,5,1
11/2,2,78.90956184,9266,5,1
11/2,3,78.85919732,8970,5,1
11/2,4,78.72519418,9141,5,1
11/2,5,78.81843638,8928,5,1
11/2,6,79.47917497,10036,5,1
11/2,7,79.00996386,10237,5,1
11/2,8,78.85800039,10162,5,1
11/2,9,78.72000372,10743,5,1
11/2,10,78.85145397,10798,5,1
11/2,11,79.20837515,10961,5,1
11/2,12,79.16714537,10793,5,1
11/2,13,78.90312154,10828,5,1
11/2,14,78.61236623,10933,5,1
11/2,15,78.72156334,11130,5,1
11/2,16,79.15219612,10769,5,1
11/2,17,79.02624595,10173,5,1
11/2,18,78.8288587,9349,5,1
11/2,19,78.80103026,9318,5,1
11/2,20,78.88161544,9013,5,1
11/2,21,78.8180276,8842,5,1
11/2,22,79.60821536,9324,5,1
11/2,23,80.24295811,9763,5,1
11/3,0,79.1679093,9791,6,1
11/3,1,79.32133596,9641,6,1
11/3,2,78.94830545,9324,6,1
11/3,3,78.91678654,9037,6,1
11/3,4,78.78004362,9170,6,1
11/3,5,78.8537237,8983,6,1
11/3,6,79.52983743,10088,6,1
11/3,7,79.0458045,10261,6,1
11/3,8,78.89139384,10202,6,1
11/3,9,78.75719057,10778,6,1
11/3,10,78.88168572,10844,6,1
11/3,11,79.23815586,10997,6,1
11/3,12,79.189012,10830,6,1
11/3,13,78.93394495,10900,6,1
11/3,14,78.67779192,10996,6,1
11/3,15,78.73718063,11194,6,1
11/3,16,79.16197965,10810,6,1
11/3,17,79.05340898,10223,6,1
11/3,18,78.82758987,9402,6,1
11/3,19,78.83052654,9382,6,1
11/3,20,78.89868668,9061,6,1
11/3,21,78.85791306,8903,6,1
11/3,22,79.64750346,9393,6,1
11/3,23,80.27452177,9828,6,1
11/4,0,79.11765307,9783,0,0
11/4,1,79.32991187,9645,0,0
11/4,2,78.85592856,9294,0,0
11/4,3,78.81925169,9007,0,0
11/4,4,78.68337328,9178,0,0
11/4,5,78.78217711,8966,0,0
11/4,6,79.44948843,10067,0,0
11/4,7,78.98779893,10245,0,0
11/4,8,78.8115743,10195,0,0
11/4,9,78.68248514,10768,0,0
11/4,10,78.83171879,10839,0,0
11/4,11,79.17528028,10971,0,0
11/4,12,79.12263192,10821,0,0
11/4,13,78.86889318,10869,0,0
11/4,14,78.58976227,10979,0,0
11/4,15,78.67180084,11167,0,0
11/4,16,79.11978877,10794,0,0
11/4,17,79.01673845,10216,0,0
11/4,18,78.78093717,9390,0,0
11/4,19,78.77105993,9378,0,0
11/4,20,78.83736871,9045,0,0
11/4,21,78.80146479,8875,0,0
11/4,22,79.63035144,9390,0,0
11/4,23,80.22841708,9811,0,0
11/5,0,78.78590646,9664,1,0
11/5,1,78.96233958,9506,1,0
